_id,created_at,date,hours,task_id,updated_at,user_id
4d82363fead1cc5149000014,2011-03-17 16:26:39 UTC,2011-03-03 00:00:00 UTC,3,4d8233ddead1cc5149000008,2011-03-17 16:44:09 UTC,4d707b1d4bc13c7795000004
4d82469cead1cc571500000c,2011-03-17 17:36:28 UTC,2011-03-17 00:00:00 UTC,0.25,4d822985ead1cc4e7d00000f,2011-03-17 17:36:28 UTC,4d70786b4bc13c767a000003
4d8285baead1cc5715000011,2011-03-17 22:05:46 UTC,2011-03-17 00:00:00 UTC,0.5,4d8285baead1cc5715000010,2011-03-17 22:05:46 UTC,4d70786b4bc13c767a000003
4d82ce2aead1cc5715000013,2011-03-18 03:14:50 UTC,2011-03-18 00:00:00 UTC,5.25,4d82ce2aead1cc5715000012,2011-03-18 03:14:50 UTC,4d70786b4bc13c767a000003
4d8e992bead1cc5715000018,2011-03-27 01:55:55 UTC,2011-03-27 00:00:00 UTC,3.5,4d82ce2aead1cc5715000012,2011-03-27 01:55:55 UTC,4d70786b4bc13c767a000003
4d8e9937ead1cc5715000019,2011-03-27 01:56:07 UTC,2011-03-27 00:00:00 UTC,2.5,4d82ce2aead1cc5715000012,2011-03-27 01:56:07 UTC,4d70786b4bc13c767a000003
4d8e994cead1cc571500001a,2011-03-27 01:56:28 UTC,2011-03-27 00:00:00 UTC,1.5,4d82ce2aead1cc5715000012,2011-03-27 01:56:28 UTC,4d70786b4bc13c767a000003
4d8e9967ead1cc571500001b,2011-03-27 01:56:55 UTC,2011-03-27 00:00:00 UTC,3.75,4d82ce2aead1cc5715000012,2011-03-27 01:56:55 UTC,4d70786b4bc13c767a000003
4d8e9971ead1cc571500001c,2011-03-27 01:57:05 UTC,2011-03-27 00:00:00 UTC,3,4d82ce2aead1cc5715000012,2011-03-27 01:57:05 UTC,4d70786b4bc13c767a000003
4d8e9976ead1cc571500001d,2011-03-27 01:57:10 UTC,2011-03-27 00:00:00 UTC,1,4d82ce2aead1cc5715000012,2011-03-27 01:57:10 UTC,4d70786b4bc13c767a000003
4d8e9991ead1cc5715000020,2011-03-27 01:57:37 UTC,2011-03-27 00:00:00 UTC,2,4d8e9991ead1cc571500001f,2011-03-27 01:57:37 UTC,4d70786b4bc13c767a000003
4d8e99a2ead1cc5715000022,2011-03-27 01:57:54 UTC,2011-03-27 00:00:00 UTC,2.25,4d8e99a2ead1cc5715000021,2011-03-27 01:57:54 UTC,4d70786b4bc13c767a000003
4d8e99b6ead1cc5715000023,2011-03-27 01:58:14 UTC,2011-03-27 00:00:00 UTC,5.75,4d8e99a2ead1cc5715000021,2011-03-27 01:58:14 UTC,4d70786b4bc13c767a000003
4d8e99c8ead1cc5715000024,2011-03-27 01:58:32 UTC,2011-03-27 00:00:00 UTC,1.25,4d8e9991ead1cc571500001f,2011-03-27 01:58:32 UTC,4d70786b4bc13c767a000003
4d8e99cfead1cc5715000025,2011-03-27 01:58:39 UTC,2011-03-27 00:00:00 UTC,0.5,4d8e99a2ead1cc5715000021,2011-03-27 01:58:39 UTC,4d70786b4bc13c767a000003
4d8e99e1ead1cc5715000026,2011-03-27 01:58:57 UTC,2011-03-27 00:00:00 UTC,4.5,4d8e99a2ead1cc5715000021,2011-03-27 01:58:57 UTC,4d70786b4bc13c767a000003
4d8e99f0ead1cc5715000027,2011-03-27 01:59:12 UTC,2011-03-27 00:00:00 UTC,1.25,4d8e99a2ead1cc5715000021,2011-03-27 01:59:12 UTC,4d70786b4bc13c767a000003
4d922189ead1cc571500002a,2011-03-29 18:14:33 UTC,2011-03-29 00:00:00 UTC,1.5,4d922189ead1cc5715000029,2011-03-29 18:14:33 UTC,4d70786b4bc13c767a000003
4d922197ead1cc571500002c,2011-03-29 18:14:47 UTC,2011-03-29 00:00:00 UTC,3,4d922197ead1cc571500002b,2011-03-29 18:14:47 UTC,4d70786b4bc13c767a000003
4d9221b3ead1cc571500002d,2011-03-29 18:15:15 UTC,2011-03-29 00:00:00 UTC,4.5,4d82ce2aead1cc5715000012,2011-03-29 18:15:15 UTC,4d70786b4bc13c767a000003
4d9221beead1cc571500002f,2011-03-29 18:15:26 UTC,2011-03-29 00:00:00 UTC,0.5,4d9221beead1cc571500002e,2011-03-29 18:15:26 UTC,4d70786b4bc13c767a000003
4d9221c8ead1cc5715000030,2011-03-29 18:15:36 UTC,2011-03-29 00:00:00 UTC,2,4d82ce2aead1cc5715000012,2011-03-29 18:15:36 UTC,4d70786b4bc13c767a000003
4d9221ceead1cc5715000031,2011-03-29 18:15:42 UTC,2011-03-29 00:00:00 UTC,4,4d82ce2aead1cc5715000012,2011-03-29 18:15:42 UTC,4d70786b4bc13c767a000003
4d9221d4ead1cc5715000032,2011-03-29 18:15:48 UTC,2011-03-29 00:00:00 UTC,1,4d922189ead1cc5715000029,2011-03-29 18:15:48 UTC,4d70786b4bc13c767a000003
4d9221e5ead1cc5715000034,2011-03-29 18:16:05 UTC,2011-03-29 00:00:00 UTC,4,4d9221e5ead1cc5715000033,2011-03-29 18:16:05 UTC,4d70786b4bc13c767a000003
4d9221edead1cc5715000036,2011-03-29 18:16:13 UTC,2011-03-29 00:00:00 UTC,2.25,4d9221edead1cc5715000035,2011-03-29 18:16:13 UTC,4d70786b4bc13c767a000003
4d922201ead1cc5715000037,2011-03-29 18:16:33 UTC,2011-03-29 00:00:00 UTC,2.5,4d9221e5ead1cc5715000033,2011-03-29 18:16:33 UTC,4d70786b4bc13c767a000003
4d92221cead1cc5715000039,2011-03-29 18:17:00 UTC,2011-03-29 00:00:00 UTC,2,4d92221cead1cc5715000038,2011-03-29 18:17:00 UTC,4d70786b4bc13c767a000003
4d922224ead1cc571500003a,2011-03-29 18:17:08 UTC,2011-03-29 00:00:00 UTC,2.5,4d92221cead1cc5715000038,2011-03-29 18:17:08 UTC,4d70786b4bc13c767a000003
4d953cea4bc13c773600003e,2011-04-01 02:48:10 UTC,2011-03-02 00:00:00 UTC,3,4d953cca4bc13c773600003c,2011-04-01 02:48:10 UTC,4d76eec24bc13c78ea000035
4d9545f64bc13c7736000044,2011-04-01 03:26:46 UTC,2011-03-03 00:00:00 UTC,3,4d95446d4bc13c7736000042,2011-04-01 03:26:46 UTC,4d76eec24bc13c78ea000035
4d9547094bc13c7736000050,2011-04-01 03:31:21 UTC,2011-03-04 00:00:00 UTC,2.5,4d9546df4bc13c773600004e,2011-04-01 03:31:21 UTC,4d76eec24bc13c78ea000035
4d9547f04bc13c773600005c,2011-04-01 03:35:12 UTC,2011-03-04 00:00:00 UTC,3,4d9547ca4bc13c773600005a,2011-04-01 03:35:12 UTC,4d76eec24bc13c78ea000035
4d9548324bc13c7736000062,2011-04-01 03:36:18 UTC,2011-03-04 00:00:00 UTC,1.5,4d9548104bc13c7736000060,2011-04-01 03:36:18 UTC,4d76eec24bc13c78ea000035
4d954dd44bc13c7736000069,2011-04-01 04:00:20 UTC,2011-03-05 00:00:00 UTC,5,4d954dc44bc13c7736000067,2011-04-01 04:00:20 UTC,4d76eec24bc13c78ea000035
4d954e364bc13c773600006f,2011-04-01 04:01:58 UTC,2011-03-06 00:00:00 UTC,2.5,4d954e114bc13c773600006d,2011-04-01 04:01:58 UTC,4d76eec24bc13c78ea000035
4d954f584bc13c7736000075,2011-04-01 04:06:48 UTC,2011-03-06 00:00:00 UTC,3,4d954f474bc13c7736000073,2011-04-01 04:06:48 UTC,4d76eec24bc13c78ea000035
4d954f9e4bc13c773600007b,2011-04-01 04:07:58 UTC,2011-03-07 00:00:00 UTC,1,4d954f7f4bc13c7736000079,2011-04-01 04:07:58 UTC,4d76eec24bc13c78ea000035
4d9550214bc13c7736000087,2011-04-01 04:10:09 UTC,2011-03-07 00:00:00 UTC,4,4d9550194bc13c7736000085,2011-04-01 04:10:09 UTC,4d76eec24bc13c78ea000035
4d95508c4bc13c7736000093,2011-04-01 04:11:56 UTC,2011-03-07 00:00:00 UTC,2,4d95507d4bc13c7736000091,2011-04-01 04:11:56 UTC,4d76eec24bc13c78ea000035
4d95516f4bc13c7736000099,2011-04-01 04:15:43 UTC,2011-03-08 00:00:00 UTC,2,4d95515e4bc13c7736000097,2011-04-01 04:15:43 UTC,4d76eec24bc13c78ea000035
4d9551774bc13c773600009b,2011-04-01 04:15:51 UTC,2011-03-08 00:00:00 UTC,1,4d95515e4bc13c7736000097,2011-04-01 04:15:51 UTC,4d76eec24bc13c78ea000035
4d9551c24bc13c77360000a1,2011-04-01 04:17:06 UTC,2011-03-08 00:00:00 UTC,3,4d9551b94bc13c773600009f,2011-04-01 04:17:06 UTC,4d76eec24bc13c78ea000035
4d95522d4bc13c77360000ad,2011-04-01 04:18:53 UTC,2011-03-09 00:00:00 UTC,2.5,4d9552234bc13c77360000ab,2011-04-01 04:18:53 UTC,4d76eec24bc13c78ea000035
4d9553134bc13c77360000b3,2011-04-01 04:22:43 UTC,2011-03-09 00:00:00 UTC,3,4d9552534bc13c77360000b1,2011-04-01 04:22:43 UTC,4d76eec24bc13c78ea000035
4d9553254bc13c77360000b5,2011-04-01 04:23:01 UTC,2011-03-09 00:00:00 UTC,1,4d9552534bc13c77360000b1,2011-04-01 04:23:01 UTC,4d76eec24bc13c78ea000035
4d9553534bc13c77360000bb,2011-04-01 04:23:47 UTC,2011-03-10 00:00:00 UTC,3,4d9553324bc13c77360000b9,2011-04-01 04:23:47 UTC,4d76eec24bc13c78ea000035
4d9553744bc13c77360000c1,2011-04-01 04:24:20 UTC,2011-03-10 00:00:00 UTC,1,4d95536d4bc13c77360000bf,2011-04-01 04:24:20 UTC,4d76eec24bc13c78ea000035
4d9555204bc13c77360000d3,2011-04-01 04:31:28 UTC,2011-03-11 00:00:00 UTC,2.5,4d95550e4bc13c77360000d1,2011-04-01 04:31:28 UTC,4d76eec24bc13c78ea000035
4d95556c4bc13c77360000d9,2011-04-01 04:32:44 UTC,2011-03-11 00:00:00 UTC,5,4d9555384bc13c77360000d7,2011-04-01 04:32:44 UTC,4d76eec24bc13c78ea000035
4d9555d94bc13c77360000e3,2011-04-01 04:34:33 UTC,2011-03-11 00:00:00 UTC,2,4d9555b74bc13c77360000dd,2011-04-01 04:34:33 UTC,4d76eec24bc13c78ea000035
4d9556774bc13c77360000f5,2011-04-01 04:37:11 UTC,2011-03-12 00:00:00 UTC,2.5,4d9556684bc13c77360000f3,2011-04-01 04:37:11 UTC,4d76eec24bc13c78ea000035
4d9556b14bc13c77360000fb,2011-04-01 04:38:09 UTC,2011-03-06 00:00:00 UTC,2.5,4d95569b4bc13c77360000f9,2011-04-01 04:38:09 UTC,4d76eec24bc13c78ea000035
4d9556e04bc13c7736000101,2011-04-01 04:38:56 UTC,2011-03-13 00:00:00 UTC,3,4d9556cc4bc13c77360000ff,2011-04-01 04:38:56 UTC,4d76eec24bc13c78ea000035
4d95578a4bc13c7736000109,2011-04-01 04:41:46 UTC,2011-03-14 00:00:00 UTC,1.5,4d9557044bc13c7736000105,2011-04-01 04:41:46 UTC,4d76eec24bc13c78ea000035
4d9557ae4bc13c773600010f,2011-04-01 04:42:22 UTC,2011-03-14 00:00:00 UTC,1,4d9557a14bc13c773600010d,2011-04-01 04:42:22 UTC,4d76eec24bc13c78ea000035
4d9557cd4bc13c7736000115,2011-04-01 04:42:53 UTC,2011-03-14 00:00:00 UTC,2,4d9557c04bc13c7736000113,2011-04-01 04:42:53 UTC,4d76eec24bc13c78ea000035
4d95589c4bc13c7736000127,2011-04-01 04:46:20 UTC,2011-03-14 00:00:00 UTC,1.5,4d9558134bc13c773600011f,2011-04-01 04:46:20 UTC,4d76eec24bc13c78ea000035
4d9558ed4bc13c773600012d,2011-04-01 04:47:41 UTC,2011-03-14 00:00:00 UTC,3.5,4d9558dd4bc13c773600012b,2011-04-01 04:47:41 UTC,4d76eec24bc13c78ea000035
4d95597b4bc13c773600013b,2011-04-01 04:50:03 UTC,2011-03-15 00:00:00 UTC,2,4d9559704bc13c7736000139,2011-04-01 04:50:03 UTC,4d76eec24bc13c78ea000035
4d955b2c4bc13c7736000147,2011-04-01 04:57:16 UTC,2011-03-16 00:00:00 UTC,1.5,4d955ae14bc13c7736000145,2011-04-01 04:57:16 UTC,4d76eec24bc13c78ea000035
4d955bab4bc13c773600014d,2011-04-01 04:59:23 UTC,2011-03-16 00:00:00 UTC,1.5,4d955b614bc13c773600014b,2011-04-01 04:59:23 UTC,4d76eec24bc13c78ea000035
4d955bff4bc13c7736000154,2011-04-01 05:00:48 UTC,2011-03-16 00:00:00 UTC,3,4d955bef4bc13c7736000152,2011-04-01 05:00:48 UTC,4d76eec24bc13c78ea000035
4d955c914bc13c7736000175,2011-04-01 05:03:13 UTC,2011-03-18 00:00:00 UTC,5,4d955c8b4bc13c7736000173,2011-04-01 05:03:13 UTC,4d76eec24bc13c78ea000035
4d955d1fead1cc5715000045,2011-04-01 05:05:35 UTC,2011-03-31 00:00:00 UTC,1.25,4d9221e5ead1cc5715000033,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d35ead1cc5715000049,2011-04-01 05:05:57 UTC,2011-03-31 00:00:00 UTC,1,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d45ead1cc571500004b,2011-04-01 05:06:13 UTC,2011-03-31 00:00:00 UTC,2,4d82ce2aead1cc5715000012,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d50ead1cc571500004c,2011-04-01 05:06:24 UTC,2011-03-31 00:00:00 UTC,3,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d6e4bc13c7736000179,2011-04-01 05:06:54 UTC,2011-03-18 00:00:00 UTC,1,4d955c8b4bc13c7736000173,2011-04-01 05:06:54 UTC,4d76eec24bc13c78ea000035
4d955d82ead1cc571500004e,2011-04-01 05:07:14 UTC,2011-03-31 00:00:00 UTC,1,4d9221e5ead1cc5715000033,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d93ead1cc571500004f,2011-04-01 05:07:31 UTC,2011-03-31 00:00:00 UTC,6.5,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955d9aead1cc5715000050,2011-04-01 05:07:38 UTC,2011-03-31 00:00:00 UTC,1.25,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955da8ead1cc5715000053,2011-04-01 05:07:52 UTC,2011-03-31 00:00:00 UTC,1,4d955da8ead1cc5715000052,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955daf4bc13c773600017f,2011-04-01 05:07:59 UTC,2011-03-18 00:00:00 UTC,0.5,4d955da64bc13c773600017d,2011-04-01 05:07:59 UTC,4d76eec24bc13c78ea000035
4d955db2ead1cc5715000055,2011-04-01 05:08:02 UTC,2011-03-31 00:00:00 UTC,0.5,4d922189ead1cc5715000029,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955df5ead1cc5715000062,2011-04-01 05:09:09 UTC,2011-03-31 00:00:00 UTC,0.5,4d955df5ead1cc5715000061,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e00ead1cc5715000064,2011-04-01 05:09:20 UTC,2011-03-31 00:00:00 UTC,1,4d955e00ead1cc5715000063,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e04ead1cc5715000065,2011-04-01 05:09:24 UTC,2011-03-31 00:00:00 UTC,1.5,4d922189ead1cc5715000029,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e19ead1cc5715000067,2011-04-01 05:09:45 UTC,2011-03-31 00:00:00 UTC,3.25,4d955e00ead1cc5715000063,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e2aead1cc5715000069,2011-04-01 05:10:02 UTC,2011-03-31 00:00:00 UTC,1.5,4d955e2aead1cc5715000068,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e3fead1cc571500006c,2011-04-01 05:10:23 UTC,2011-03-31 00:00:00 UTC,0.5,4d955e3fead1cc571500006b,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e6eead1cc5715000071,2011-04-01 05:11:10 UTC,2011-03-31 00:00:00 UTC,1.5,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e78ead1cc5715000072,2011-04-01 05:11:20 UTC,2011-03-31 00:00:00 UTC,1,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e7f4bc13c7736000185,2011-04-01 05:11:27 UTC,2011-03-19 00:00:00 UTC,3,4d955dc84bc13c7736000183,2011-04-01 05:11:27 UTC,4d76eec24bc13c78ea000035
4d955e80ead1cc5715000074,2011-04-01 05:11:28 UTC,2011-03-31 00:00:00 UTC,1.25,4d955e80ead1cc5715000073,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955e8bead1cc5715000075,2011-04-01 05:11:39 UTC,2011-03-31 00:00:00 UTC,0.5,4d955d35ead1cc5715000048,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955ea7ead1cc5715000077,2011-04-01 05:12:07 UTC,2011-03-31 00:00:00 UTC,1.25,4d955da8ead1cc5715000052,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955eb2ead1cc5715000079,2011-04-01 05:12:18 UTC,2011-03-31 00:00:00 UTC,1,4d955eb2ead1cc5715000078,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955ebaead1cc571500007a,2011-04-01 05:12:27 UTC,2011-03-31 00:00:00 UTC,1,4d955eb2ead1cc5715000078,2011-04-17 20:17:13 UTC,4d70786b4bc13c767a000003
4d955f854bc13c773600018b,2011-04-01 05:15:49 UTC,2011-03-21 00:00:00 UTC,1,4d955f784bc13c7736000189,2011-04-01 05:15:49 UTC,4d76eec24bc13c78ea000035
4d955fac4bc13c773600018f,2011-04-01 05:16:28 UTC,2011-03-21 00:00:00 UTC,1,4d955dc84bc13c7736000183,2011-04-01 05:16:28 UTC,4d76eec24bc13c78ea000035
4d955fd94bc13c7736000195,2011-04-01 05:17:13 UTC,2011-03-21 00:00:00 UTC,3,4d955fce4bc13c7736000193,2011-04-01 05:17:13 UTC,4d76eec24bc13c78ea000035
4d9560944bc13c77360001a1,2011-04-01 05:20:20 UTC,2011-03-22 00:00:00 UTC,3.5,4d9560754bc13c773600019f,2011-04-01 05:20:20 UTC,4d76eec24bc13c78ea000035
4d9560e34bc13c77360001a7,2011-04-01 05:21:39 UTC,2011-03-22 00:00:00 UTC,2.5,4d9560d44bc13c77360001a5,2011-04-01 05:21:39 UTC,4d76eec24bc13c78ea000035
4d9561524bc13c77360001ad,2011-04-01 05:23:30 UTC,2011-03-22 00:00:00 UTC,3,4d9560fd4bc13c77360001ab,2011-04-01 05:23:30 UTC,4d76eec24bc13c78ea000035
4d9561794bc13c77360001b3,2011-04-01 05:24:09 UTC,2011-03-22 00:00:00 UTC,1,4d9561654bc13c77360001b1,2011-04-01 05:24:09 UTC,4d76eec24bc13c78ea000035
4d9562b54bc13c77360001b9,2011-04-01 05:29:25 UTC,2011-03-23 00:00:00 UTC,3,4d95619c4bc13c77360001b7,2011-04-01 05:29:25 UTC,4d76eec24bc13c78ea000035
4d9562e24bc13c77360001bf,2011-04-01 05:30:10 UTC,2011-03-24 00:00:00 UTC,1,4d9562d94bc13c77360001bd,2011-04-01 05:30:10 UTC,4d76eec24bc13c78ea000035
4d95632a4bc13c77360001c5,2011-04-01 05:31:22 UTC,2011-03-17 00:00:00 UTC,2,4d9563174bc13c77360001c3,2011-04-01 05:31:22 UTC,4d76eec24bc13c78ea000035
4d9563714bc13c77360001d1,2011-04-01 05:32:33 UTC,2011-03-17 00:00:00 UTC,0.5,4d9563684bc13c77360001cf,2011-04-01 05:32:33 UTC,4d76eec24bc13c78ea000035
4d95639d4bc13c77360001d7,2011-04-01 05:33:17 UTC,2011-03-24 00:00:00 UTC,2,4d95638c4bc13c77360001d5,2011-04-01 05:33:17 UTC,4d76eec24bc13c78ea000035
4d9563d44bc13c77360001e3,2011-04-01 05:34:12 UTC,2011-03-24 00:00:00 UTC,1,4d9563c84bc13c77360001e1,2011-04-01 05:34:12 UTC,4d76eec24bc13c78ea000035
4d9564314bc13c77360001ec,2011-04-01 05:35:45 UTC,2011-03-25 00:00:00 UTC,4,4d9563e84bc13c77360001e7,2011-04-01 05:35:45 UTC,4d76eec24bc13c78ea000035
4d9564504bc13c77360001f2,2011-04-01 05:36:16 UTC,2011-03-25 00:00:00 UTC,2,4d9564484bc13c77360001f0,2011-04-01 05:36:16 UTC,4d76eec24bc13c78ea000035
4d9564fa4bc13c7736000201,2011-04-01 05:39:06 UTC,2011-03-26 00:00:00 UTC,1.5,4d9564ef4bc13c77360001ff,2011-04-01 05:39:06 UTC,4d76eec24bc13c78ea000035
4d95654c4bc13c7736000207,2011-04-01 05:40:28 UTC,2011-03-26 00:00:00 UTC,4,4d95653e4bc13c7736000205,2011-04-01 05:40:28 UTC,4d76eec24bc13c78ea000035
4d9565a94bc13c7736000213,2011-04-01 05:42:01 UTC,2011-03-26 00:00:00 UTC,0.5,4d95659d4bc13c7736000211,2011-04-01 05:42:01 UTC,4d76eec24bc13c78ea000035
4d9566034bc13c773600021f,2011-04-01 05:43:31 UTC,2011-03-27 00:00:00 UTC,2.5,4d9565fb4bc13c773600021d,2011-04-01 05:43:31 UTC,4d76eec24bc13c78ea000035
4d95673f4bc13c7736000231,2011-04-01 05:48:47 UTC,2011-03-28 00:00:00 UTC,1.5,4d9567314bc13c773600022f,2011-04-01 05:48:47 UTC,4d76eec24bc13c78ea000035
4d9567884bc13c7736000237,2011-04-01 05:50:00 UTC,2011-03-28 00:00:00 UTC,2,4d9567754bc13c7736000235,2011-04-01 05:50:00 UTC,4d76eec24bc13c78ea000035
4d9567be4bc13c7736000243,2011-04-01 05:50:54 UTC,2011-03-28 00:00:00 UTC,1,4d9567b84bc13c7736000241,2011-04-01 05:50:54 UTC,4d76eec24bc13c78ea000035
4d9568734bc13c773600024f,2011-04-01 05:53:55 UTC,2011-03-29 00:00:00 UTC,3,4d9568604bc13c773600024d,2011-04-01 05:53:55 UTC,4d76eec24bc13c78ea000035
4d9568c04bc13c773600025e,2011-04-01 05:55:12 UTC,2011-03-29 00:00:00 UTC,0.5,4d9568854bc13c7736000253,2011-04-01 05:55:12 UTC,4d76eec24bc13c78ea000035
4d9568fd4bc13c7736000266,2011-04-01 05:56:13 UTC,2011-03-29 00:00:00 UTC,0.5,4d9568e34bc13c7736000264,2011-04-01 05:56:13 UTC,4d76eec24bc13c78ea000035
4d9569434bc13c773600026c,2011-04-01 05:57:23 UTC,2011-03-29 00:00:00 UTC,3,4d9569324bc13c773600026a,2011-04-01 05:57:23 UTC,4d76eec24bc13c78ea000035
4d95699b4bc13c7736000278,2011-04-01 05:58:51 UTC,2011-03-29 00:00:00 UTC,2.5,4d9569894bc13c7736000276,2011-04-01 05:58:51 UTC,4d76eec24bc13c78ea000035
4d9569fa4bc13c7736000284,2011-04-01 06:00:26 UTC,2011-03-30 00:00:00 UTC,2.5,4d9569e24bc13c7736000282,2011-04-01 06:00:26 UTC,4d76eec24bc13c78ea000035
4d956a3a4bc13c7736000290,2011-04-01 06:01:31 UTC,2011-03-30 00:00:00 UTC,1.5,4d956a2a4bc13c773600028e,2011-04-01 06:01:31 UTC,4d76eec24bc13c78ea000035
4d956a844bc13c7736000298,2011-04-01 06:02:44 UTC,2011-03-30 00:00:00 UTC,1.5,4d956a6c4bc13c7736000296,2011-04-01 06:02:44 UTC,4d76eec24bc13c78ea000035
4d956a9c4bc13c773600029e,2011-04-01 06:03:08 UTC,2011-03-30 00:00:00 UTC,1.5,4d956a944bc13c773600029c,2011-04-01 06:03:08 UTC,4d76eec24bc13c78ea000035
4d956ab84bc13c77360002a4,2011-04-01 06:03:36 UTC,2011-03-30 00:00:00 UTC,3,4d956ab14bc13c77360002a2,2011-04-01 06:03:36 UTC,4d76eec24bc13c78ea000035
4d956b104bc13c77360002af,2011-04-01 06:05:04 UTC,2011-03-31 00:00:00 UTC,1.5,4d956ab14bc13c77360002a2,2011-04-01 06:05:04 UTC,4d76eec24bc13c78ea000035
4d956b3e4bc13c77360002b7,2011-04-01 06:05:50 UTC,2011-03-31 00:00:00 UTC,1,4d956b2e4bc13c77360002b5,2011-04-01 06:05:50 UTC,4d76eec24bc13c78ea000035
4d956b734bc13c77360002bd,2011-04-01 06:06:43 UTC,2011-03-31 00:00:00 UTC,1.5,4d956b5b4bc13c77360002bb,2011-04-01 06:06:43 UTC,4d76eec24bc13c78ea000035
4d956b9e4bc13c77360002c3,2011-04-01 06:07:26 UTC,2011-03-31 00:00:00 UTC,2,4d956b934bc13c77360002c1,2011-04-01 06:07:26 UTC,4d76eec24bc13c78ea000035
4d956bb54bc13c77360002c9,2011-04-01 06:07:49 UTC,2011-03-31 00:00:00 UTC,0.5,4d956bad4bc13c77360002c7,2011-04-01 06:07:49 UTC,4d76eec24bc13c78ea000035
